employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
26805,Operations,region_32,Bachelor's,m,other,1,36,4.0,3,1,0,74,1
52952,Analytics,region_22,Bachelor's,m,referred,1,32,3.0,3,1,1,78,1
604,Technology,region_26,Bachelor's,m,other,1,35,1.0,6,1,0,77,1
16149,Analytics,region_22,Bachelor's,m,other,1,34,3.0,3,0,0,89,1
20877,Sales & Marketing,region_4,Bachelor's,f,other,1,30,3.0,8,1,0,50,1
46802,Procurement,region_20,Bachelor's,f,other,1,33,2.0,3,1,0,69,1
14067,Procurement,region_7,Bachelor's,f,other,1,29,5.0,4,1,0,72,1
44100,Sales & Marketing,region_7,Master's & above,m,sourcing,1,42,5.0,11,1,0,54,1
31700,Procurement,region_17,Master's & above,f,other,1,36,3.0,4,0,0,81,1
54981,Operations,region_15,Bachelor's,f,other,2,42,5.0,5,1,0,61,1
43446,Technology,region_17,Bachelor's,m,other,1,36,4.0,5,1,0,78,1
33769,Technology,region_4,Bachelor's,m,other,1,30,5.0,3,1,0,77,1
6751,Sales & Marketing,region_28,Master's & above,m,other,1,36,3.0,2,1,0,45,1
46849,Sales & Marketing,region_3,Bachelor's,m,other,1,32,5.0,5,1,0,47,1
16458,Operations,region_4,Bachelor's,f,sourcing,1,39,5.0,9,1,0,61,1
26129,Sales & Marketing,region_22,Bachelor's,m,referred,1,29,3.0,2,1,0,55,1
6104,Operations,region_22,Bachelor's,m,sourcing,1,27,5.0,4,0,0,68,1
34428,Technology,region_7,Master's & above,f,other,1,41,4.0,8,1,1,93,1
6511,Analytics,region_7,Bachelor's,m,sourcing,2,29,5.0,2,0,0,86,1
6704,Sales & Marketing,region_15,Bachelor's,m,other,1,40,3.0,12,1,0,47,1
27543,Operations,region_4,Master's & above,m,sourcing,1,44,3.0,15,1,0,61,1
76938,Technology,region_28,Bachelor's,m,other,1,28,5.0,4,0,1,91,1
28847,Operations,region_22,Bachelor's,f,sourcing,3,36,2.0,4,0,0,78,1
73853,R&D,region_4,Master's & above,m,other,1,42,4.0,8,1,0,85,1
8424,Operations,region_15,Master's & above,m,sourcing,2,44,5.0,11,1,0,92,1
45253,Analytics,region_22,Bachelor's,f,sourcing,1,29,4.0,4,1,0,92,1
44344,Sales & Marketing,region_13,Master's & above,f,sourcing,1,40,3.0,5,1,0,50,1
76470,Technology,region_17,Bachelor's,f,other,1,32,5.0,4,1,0,95,1
74295,Procurement,region_13,Master's & above,f,other,1,36,3.0,6,1,0,67,1
312,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,35,3.0,9,1,0,45,1
1570,Operations,region_13,Bachelor's,m,other,1,34,3.0,3,0,0,68,1
45312,Analytics,region_15,Bachelor's,m,other,1,37,5.0,11,0,1,86,1
74181,Procurement,region_16,Bachelor's,f,other,1,37,5.0,5,0,0,77,1
77159,Analytics,region_5,Master's & above,m,sourcing,1,37,2.0,7,0,1,81,1
4747,Technology,region_22,Master's & above,m,referred,3,36,3.0,7,1,0,80,1
3907,Procurement,region_22,Bachelor's,f,other,1,34,5.0,2,1,0,65,1
68919,Technology,region_13,Bachelor's,m,sourcing,1,38,5.0,4,0,0,93,1
19198,Sales & Marketing,region_6,Bachelor's,m,other,1,32,3.0,6,1,0,47,1
30140,Analytics,region_28,Bachelor's,m,other,1,34,3.0,7,1,0,80,1
34392,R&D,region_26,Bachelor's,m,sourcing,2,40,3.0,2,1,1,84,1
13086,Sales & Marketing,region_7,Bachelor's,m,other,1,32,3.0,4,0,0,65,1
67964,Procurement,region_7,Bachelor's,m,other,1,36,3.0,4,1,0,72,1
29839,Sales & Marketing,region_13,Bachelor's,m,other,1,54,5.0,11,1,0,45,1
30787,Technology,region_22,Bachelor's,f,other,1,26,5.0,3,1,0,80,1
8711,Procurement,region_17,Bachelor's,f,other,1,26,5.0,4,0,0,86,1
32140,Sales & Marketing,region_3,Bachelor's,m,other,1,34,4.0,9,1,0,46,1
65621,Technology,region_2,Bachelor's,m,other,1,30,5.0,6,0,1,86,1
63636,Sales & Marketing,region_2,Bachelor's,m,other,1,36,4.0,8,1,0,51,1
67600,Technology,region_27,Bachelor's,f,sourcing,1,28,4.0,2,1,0,78,1
7370,Sales & Marketing,region_21,Bachelor's,m,other,1,48,3.0,4,1,0,51,1
10027,Operations,region_7,Bachelor's,f,sourcing,1,32,4.0,5,1,0,99,1
23259,Technology,region_2,Bachelor's,f,sourcing,1,24,4.0,2,1,0,84,1
23216,Procurement,region_13,Master's & above,f,other,1,34,5.0,7,1,0,74,1
44757,HR,region_26,Bachelor's,f,other,1,31,3.0,5,1,0,46,1
52957,Technology,region_22,Master's & above,m,other,1,37,4.0,6,1,0,82,1
16939,Sales & Marketing,region_17,Bachelor's,m,other,1,31,4.0,3,0,0,60,1
8691,Finance,region_25,Bachelor's,m,other,1,32,5.0,6,1,0,57,1
6402,Sales & Marketing,region_26,Master's & above,m,other,1,41,5.0,14,1,0,45,1
41573,Sales & Marketing,region_2,Bachelor's,f,other,1,35,4.0,7,1,0,54,1
42379,Sales & Marketing,region_14,Bachelor's,m,other,1,39,3.0,10,0,0,58,1
66509,Operations,region_4,Bachelor's,f,other,1,36,3.0,9,1,0,61,1
54725,Procurement,region_2,Bachelor's,m,sourcing,2,40,3.0,4,1,0,66,1
4653,Operations,region_2,Bachelor's,f,sourcing,1,32,5.0,10,0,0,69,1
44041,Technology,region_28,Master's & above,m,other,1,34,3.0,9,0,0,80,1
24023,Operations,region_7,Master's & above,f,other,1,56,5.0,7,1,1,61,1
53335,Procurement,region_15,Master's & above,m,other,1,40,4.0,9,1,0,72,1
2742,Technology,region_28,Master's & above,m,other,1,35,2.0,8,1,0,78,1
2985,Analytics,region_22,Bachelor's,f,sourcing,1,26,5.0,4,1,0,86,1
68405,Operations,region_11,Master's & above,m,other,1,41,3.0,5,1,0,63,1
56674,Procurement,region_23,Master's & above,f,sourcing,1,34,5.0,7,0,0,86,1
76103,Sales & Marketing,region_3,Master's & above,m,sourcing,1,37,4.0,10,1,0,92,1
36413,Sales & Marketing,region_28,Master's & above,m,other,1,43,3.0,11,1,0,55,1
33516,Sales & Marketing,region_2,Bachelor's,f,other,2,37,4.0,9,1,0,51,1
60175,Analytics,region_22,Bachelor's,m,other,1,28,5.0,8,0,0,87,1
55226,Procurement,region_2,Master's & above,f,sourcing,1,38,5.0,7,1,0,72,1
45988,R&D,region_2,Master's & above,m,sourcing,1,41,3.0,13,1,0,85,1
31379,Procurement,region_8,Master's & above,f,other,1,32,2.0,9,0,0,88,1
20036,Procurement,region_15,Bachelor's,f,other,1,30,3.0,5,0,0,85,1
3854,Procurement,region_16,Master's & above,f,other,1,35,3.0,9,1,0,70,1
63115,HR,region_4,Master's & above,f,other,1,33,5.0,3,0,0,65,1
48898,Procurement,region_2,Bachelor's,f,other,1,34,3.0,6,0,0,83,1
40339,Sales & Marketing,region_7,Master's & above,m,other,1,54,4.0,14,1,0,48,1
59931,Sales & Marketing,region_2,Master's & above,m,other,1,35,5.0,8,1,0,48,1
38825,Operations,region_22,Bachelor's,f,other,1,27,5.0,4,0,0,77,1
68114,Operations,region_22,Bachelor's,f,sourcing,1,37,5.0,11,1,0,62,1
55909,Sales & Marketing,region_1,Master's & above,m,other,1,39,3.0,3,1,0,45,1
33414,Sales & Marketing,region_22,Bachelor's,m,other,1,30,5.0,6,1,0,54,1
73386,Procurement,region_15,Master's & above,m,other,1,39,2.0,4,1,1,74,1
6171,Procurement,region_22,Bachelor's,m,other,1,32,5.0,4,0,1,99,1
16087,Operations,region_21,Bachelor's,m,other,1,34,3.0,6,1,0,55,1
21335,Technology,region_13,Master's & above,m,other,1,36,3.0,7,1,0,87,1
75235,Sales & Marketing,region_29,Bachelor's,m,other,1,35,3.0,10,1,0,50,1
30828,Finance,region_28,Bachelor's,m,sourcing,1,31,5.0,5,1,0,55,1
71187,Procurement,region_22,Master's & above,f,sourcing,1,33,5.0,7,1,0,68,1
21304,Technology,region_27,Master's & above,m,other,1,40,5.0,14,1,1,85,1
11653,Analytics,region_27,Bachelor's,m,sourcing,1,29,4.0,1,1,0,81,1
40472,Technology,region_13,Master's & above,f,other,1,32,4.0,7,1,0,97,1
78106,Operations,region_15,Bachelor's,f,other,1,35,5.0,4,0,0,74,1
10607,Analytics,region_8,Bachelor's,m,sourcing,1,27,5.0,5,1,0,87,1
25965,Procurement,region_11,Bachelor's,f,other,1,31,5.0,2,1,0,71,1
37204,Procurement,region_7,Bachelor's,m,other,1,32,5.0,7,1,0,70,1
4646,Sales & Marketing,region_2,Bachelor's,m,other,1,37,3.0,8,0,0,59,1
20343,Sales & Marketing,region_2,Master's & above,m,sourcing,1,37,3.0,7,0,0,59,1
5203,Sales & Marketing,region_2,Bachelor's,m,other,1,44,5.0,3,0,0,57,1
32127,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,26,5.0,5,1,0,93,1
5237,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,54,4.0,12,1,0,47,1
21817,Operations,region_2,Bachelor's,f,other,1,30,4.0,6,1,1,59,1
40459,Analytics,region_27,Bachelor's,m,sourcing,1,33,5.0,3,1,0,92,1
8986,Procurement,region_13,Bachelor's,m,other,1,40,3.0,4,1,0,67,1
62660,Analytics,region_22,Bachelor's,m,other,1,28,3.0,2,1,0,88,1
44905,Procurement,region_19,Bachelor's,m,sourcing,1,38,5.0,3,1,0,70,1
41625,Procurement,region_13,Bachelor's,m,other,2,35,3.0,3,0,0,93,1
16013,Technology,region_10,Bachelor's,f,other,1,29,4.0,4,1,0,82,1
54158,Technology,region_26,Bachelor's,m,other,1,26,5.0,4,1,0,78,1
21595,Analytics,region_22,Bachelor's,m,sourcing,1,29,4.0,4,1,0,80,1
63903,Sales & Marketing,region_2,Master's & above,m,other,1,54,3.0,12,1,0,53,1
32567,Operations,region_2,Master's & above,m,other,1,38,5.0,6,0,0,79,1
52772,Technology,region_17,Bachelor's,m,sourcing,1,30,3.0,6,0,0,81,1
27709,Analytics,region_2,Bachelor's,m,sourcing,1,33,3.0,4,1,0,82,1
1957,Operations,region_15,Bachelor's,m,sourcing,1,46,5.0,9,0,1,89,1
75759,Operations,region_4,Bachelor's,f,sourcing,1,39,3.0,5,1,0,58,1
63700,Analytics,region_4,Bachelor's,m,other,2,30,3.0,5,0,0,86,1
19986,Technology,region_7,Master's & above,f,sourcing,1,42,5.0,12,1,0,77,1
40320,Analytics,region_13,Bachelor's,m,other,1,26,3.0,2,0,0,85,1
3602,Technology,region_33,Bachelor's,m,other,1,34,3.0,3,1,1,75,1
20067,Technology,region_7,Bachelor's,f,sourcing,1,35,3.0,7,0,0,89,1
43470,Sales & Marketing,region_2,Bachelor's,m,other,1,59,3.0,4,1,0,51,1
44393,Procurement,region_2,Master's & above,f,sourcing,1,39,3.0,7,1,0,72,1
10214,Procurement,region_17,Bachelor's,m,other,1,41,5.0,7,1,1,72,1
43281,Sales & Marketing,region_13,Master's & above,m,sourcing,1,34,5.0,9,1,0,50,1
37831,Analytics,region_7,Master's & above,m,other,1,42,3.0,5,1,0,82,1
19437,Analytics,region_22,Bachelor's,m,sourcing,2,28,5.0,5,0,0,83,1
66936,Operations,region_22,Bachelor's,m,other,2,55,5.0,18,0,0,71,1
45010,Technology,region_16,Master's & above,m,sourcing,1,42,3.0,5,0,0,81,1
19149,Technology,region_2,Bachelor's,f,other,1,26,5.0,3,1,0,79,1
67702,Operations,region_22,Bachelor's,m,sourcing,3,29,4.0,4,1,0,56,1
51943,Technology,region_2,Bachelor's,f,other,1,34,4.0,3,1,0,79,1
70364,Sales & Marketing,region_22,Bachelor's,m,other,1,27,3.0,2,1,1,96,1
47273,Sales & Marketing,region_2,Bachelor's,f,referred,1,32,4.0,8,0,0,63,1
31632,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,30,2.0,4,0,0,60,1
1393,Procurement,region_15,Bachelor's,f,other,1,29,5.0,5,1,0,71,1
26885,Sales & Marketing,region_16,Bachelor's,m,other,1,41,5.0,3,1,0,48,1
78263,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,3.0,6,1,1,44,1
43927,Procurement,region_26,Bachelor's,m,sourcing,1,30,1.0,4,0,0,85,1
4742,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,38,5.0,3,0,0,63,1
124,Operations,region_22,Master's & above,f,sourcing,2,38,3.0,12,1,0,87,1
14003,Operations,region_2,Master's & above,f,referred,1,35,5.0,8,1,0,60,1
48126,Operations,region_15,Bachelor's,m,other,1,32,5.0,7,1,0,58,1
53671,Operations,region_22,Bachelor's,f,other,1,39,5.0,8,1,0,57,1
17681,Sales & Marketing,region_7,Bachelor's,m,other,1,30,4.0,5,1,0,65,1
67369,Sales & Marketing,region_15,Master's & above,m,other,1,36,4.0,3,1,0,65,1
10220,Operations,region_4,Bachelor's,m,sourcing,1,36,3.0,12,0,0,70,1
23128,Technology,region_2,Bachelor's,f,other,1,30,3.0,2,1,0,77,1
29152,Operations,region_22,Bachelor's,f,other,1,34,5.0,6,0,0,74,1
44443,Operations,region_16,Master's & above,m,other,1,44,4.0,16,1,0,89,1
33842,HR,region_2,Master's & above,m,sourcing,1,42,5.0,4,0,0,63,1
26413,Analytics,region_20,Bachelor's,m,other,2,28,2.0,2,0,0,87,1
4673,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,29,5.0,4,0,0,61,1
35084,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,33,5.0,7,1,0,44,1
70153,Technology,region_26,Bachelor's,m,other,1,41,5.0,11,1,1,82,1
47585,Finance,region_2,Bachelor's,m,other,1,41,4.0,6,1,0,62,1
3763,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,51,4.0,17,0,0,63,1
71293,HR,region_7,Master's & above,m,other,1,39,5.0,6,1,1,47,1
57259,Technology,region_7,Master's & above,m,other,2,37,3.0,5,1,1,94,1
75223,Operations,region_22,Bachelor's,f,sourcing,1,38,4.0,9,0,0,72,1
55609,Finance,region_28,Bachelor's,f,sourcing,1,30,5.0,7,1,0,60,1
41161,Operations,region_22,Bachelor's,m,other,1,40,5.0,3,1,1,60,1
75051,Operations,region_5,Bachelor's,m,sourcing,1,29,5.0,3,1,0,58,1
48528,Procurement,region_2,Master's & above,f,sourcing,1,46,3.0,13,1,0,69,1
39514,Analytics,region_30,Bachelor's,m,other,1,29,5.0,3,1,0,86,1
14132,Analytics,region_2,Bachelor's,m,other,2,41,2.0,13,1,0,82,1
74610,Analytics,region_22,Bachelor's,f,other,2,27,3.0,4,0,1,81,1
15025,Procurement,region_6,Bachelor's,m,other,3,27,4.0,3,1,0,68,1
1771,Technology,region_17,Bachelor's,m,other,1,39,4.0,14,0,0,88,1
63774,Sales & Marketing,region_2,Bachelor's,f,other,1,31,4.0,5,1,0,49,1
15306,Operations,region_22,Master's & above,f,other,1,35,3.0,4,0,1,96,1
15643,Technology,region_7,Bachelor's,f,sourcing,1,30,3.0,4,0,0,89,1
17036,HR,region_26,Bachelor's,m,other,1,30,3.0,5,1,0,90,1
74447,Operations,region_22,Master's & above,m,other,1,31,5.0,4,1,0,57,1
3957,Technology,region_2,Master's & above,m,sourcing,2,38,3.0,9,1,0,91,1
63806,Operations,region_22,Bachelor's,f,sourcing,1,48,5.0,3,1,0,63,1
11102,Technology,region_13,Bachelor's,m,referred,1,31,3.0,3,1,0,80,1
76873,Sales & Marketing,region_28,Master's & above,f,sourcing,1,34,4.0,7,0,0,64,1
17514,Technology,region_14,Bachelor's,m,other,3,32,5.0,5,1,0,84,1
41750,Procurement,region_7,Bachelor's,f,sourcing,1,32,5.0,7,1,0,73,1
51856,Sales & Marketing,region_23,Bachelor's,m,other,1,33,3.0,9,1,0,52,1
35368,Operations,region_27,Bachelor's,f,sourcing,1,43,3.0,10,1,0,62,1
66362,Procurement,region_2,Bachelor's,f,other,1,60,3.0,21,1,0,99,1
47800,Technology,region_2,Master's & above,m,sourcing,2,46,5.0,6,1,0,78,1
14922,Procurement,region_2,Master's & above,f,sourcing,1,51,2.0,11,1,0,71,1
41821,Operations,region_23,Master's & above,f,other,1,32,5.0,6,1,0,64,1
42512,Analytics,region_28,Master's & above,m,sourcing,1,33,5.0,4,1,0,87,1
75671,Procurement,region_30,Bachelor's,m,sourcing,1,27,3.0,3,0,1,93,1
4856,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,39,3.0,10,1,0,53,1
73295,Analytics,region_7,Master's & above,m,other,2,32,3.0,4,1,1,82,1
52286,Sales & Marketing,region_28,Master's & above,f,other,1,34,5.0,6,1,1,99,1
18531,Analytics,region_28,Master's & above,m,sourcing,2,32,3.0,4,1,0,86,1
50166,Operations,region_16,Master's & above,m,sourcing,1,44,4.0,11,1,0,97,1
9044,Procurement,region_7,Bachelor's,m,sourcing,1,30,4.0,6,1,0,70,1
62422,HR,region_2,Master's & above,f,sourcing,1,52,3.0,23,1,0,50,1
55924,Technology,region_7,Master's & above,m,sourcing,1,32,5.0,9,1,0,71,1
17204,Analytics,region_4,Master's & above,m,sourcing,1,33,5.0,4,0,0,85,1
57593,Technology,region_23,Master's & above,m,other,1,34,1.0,2,1,0,86,1
31244,Technology,region_13,Master's & above,m,other,1,32,5.0,6,1,1,77,1
70964,Operations,region_22,Bachelor's,m,referred,1,32,4.0,4,1,0,58,1
3408,Technology,region_16,Bachelor's,m,other,2,36,5.0,4,1,0,81,1
58792,Technology,region_13,Master's & above,m,sourcing,1,38,3.0,4,1,1,78,1
272,Technology,region_7,Bachelor's,f,sourcing,1,29,5.0,2,1,0,82,1
32409,Procurement,region_27,Bachelor's,f,sourcing,1,36,5.0,7,1,0,65,1
77713,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,34,5.0,6,1,1,93,1
59391,Analytics,region_13,Bachelor's,m,other,2,29,2.0,2,0,0,88,1
51618,Analytics,region_22,Bachelor's,m,referred,1,28,4.0,5,1,0,86,1
23111,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,27,5.0,7,1,0,45,1
44714,Technology,region_22,Master's & above,m,sourcing,1,47,5.0,19,1,0,72,1
21854,Procurement,region_7,Master's & above,m,other,1,34,3.0,6,1,0,67,1
44972,Technology,region_2,Master's & above,m,other,1,44,5.0,6,1,0,77,1
60565,Technology,region_2,Master's & above,m,sourcing,1,38,5.0,9,0,0,83,1
70674,Technology,region_22,Bachelor's,m,other,4,26,4.0,3,1,0,99,1
70018,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,27,4.0,5,1,0,53,1
56560,HR,region_20,Bachelor's,m,other,1,31,3.0,6,1,0,48,1
73672,Operations,region_7,Master's & above,m,sourcing,1,49,5.0,9,1,0,95,1
36914,Operations,region_4,Bachelor's,m,sourcing,1,35,3.0,9,1,0,59,1
77725,Legal,region_20,Bachelor's,m,other,1,30,4.0,4,1,0,59,1
49833,Sales & Marketing,region_16,Master's & above,m,other,1,33,4.0,4,0,0,61,1
65089,HR,region_21,Master's & above,f,other,1,38,3.0,3,1,0,52,1
66530,Technology,region_13,Bachelor's,f,sourcing,2,29,4.0,6,0,0,84,1
43474,Sales & Marketing,region_28,Master's & above,m,other,1,42,5.0,17,0,0,57,1
35165,Technology,region_10,Bachelor's,m,other,1,27,3.0,5,1,0,81,1
45867,Sales & Marketing,region_22,Bachelor's,m,other,2,35,4.0,9,1,0,51,1
44037,Technology,region_1,Master's & above,m,sourcing,1,33,5.0,7,1,0,74,1
56129,Operations,region_7,Bachelor's,m,other,1,34,4.0,5,1,0,97,1
44828,Technology,region_13,Master's & above,m,sourcing,1,36,5.0,10,0,0,92,1
8626,Technology,region_30,Bachelor's,m,sourcing,2,28,4.0,5,1,0,94,1
64334,Operations,region_4,Master's & above,m,other,1,58,5.0,18,0,0,72,1
28300,Technology,region_31,Bachelor's,m,sourcing,1,31,5.0,5,1,0,80,1
75076,Procurement,region_8,Bachelor's,m,sourcing,1,30,5.0,5,1,0,72,1
26639,Operations,region_23,Bachelor's,m,other,2,35,3.0,10,1,0,99,1
41047,Technology,region_31,Master's & above,f,sourcing,2,31,5.0,3,1,0,80,1
72954,Analytics,region_22,Bachelor's,f,sourcing,2,25,5.0,2,1,0,87,1
70572,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,26,5.0,2,1,0,52,1
23702,Technology,region_31,Bachelor's,m,sourcing,1,25,4.0,3,1,1,86,1
17456,Technology,region_14,Bachelor's,m,other,1,37,3.0,8,1,0,82,1
20065,Sales & Marketing,region_5,Master's & above,m,sourcing,1,39,4.0,2,1,1,50,1
54432,Sales & Marketing,region_2,Bachelor's,f,other,1,32,4.0,7,1,0,60,1
33762,Sales & Marketing,region_2,Master's & above,m,other,1,41,3.0,4,1,0,45,1
7176,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,36,3.0,7,1,0,46,1
29355,Analytics,region_2,Bachelor's,m,sourcing,1,43,5.0,12,0,0,81,1
12910,Operations,region_22,Master's & above,f,other,1,40,4.0,9,1,0,93,1
63194,Operations,region_13,Master's & above,m,sourcing,1,41,5.0,4,1,0,63,1
10182,Operations,region_27,Master's & above,f,other,1,46,3.0,15,0,0,72,1
38134,Operations,region_2,Master's & above,m,sourcing,1,50,5.0,7,1,0,57,1
33302,Procurement,region_7,Master's & above,f,sourcing,2,32,3.0,5,1,0,71,1
22831,Operations,region_19,Bachelor's,m,sourcing,1,35,5.0,9,1,0,57,1
25877,Procurement,region_22,Master's & above,m,other,1,31,5.0,5,1,0,67,1
11688,Technology,region_5,Below Secondary,f,sourcing,1,24,5.0,2,0,0,86,1
75320,Analytics,region_22,Bachelor's,f,sourcing,2,28,5.0,5,1,0,89,1
11388,Sales & Marketing,region_2,Master's & above,m,other,2,40,5.0,6,0,1,95,1
76005,Sales & Marketing,region_2,Bachelor's,m,other,1,38,4.0,3,1,1,51,1
8181,Finance,region_30,Bachelor's,m,other,1,29,5.0,2,1,0,61,1
65496,Technology,region_22,Bachelor's,m,referred,1,26,1.0,2,1,0,84,1
9918,Sales & Marketing,region_7,Master's & above,m,sourcing,3,34,1.0,5,0,0,61,1
63535,Technology,region_22,Bachelor's,m,other,2,31,3.0,6,1,1,78,1
58614,Sales & Marketing,region_22,Bachelor's,m,other,1,27,4.0,5,1,0,49,1
58061,Operations,region_8,Bachelor's,m,sourcing,1,32,3.0,7,1,0,56,1
45937,Operations,region_22,Bachelor's,m,other,1,34,3.0,7,0,0,66,1
48414,Finance,region_4,Master's & above,f,other,1,35,3.0,11,1,0,98,1
41401,Sales & Marketing,region_1,Master's & above,m,sourcing,1,37,5.0,9,1,0,51,1
1783,Finance,region_30,Bachelor's,m,other,1,26,5.0,2,1,1,90,1
46685,Analytics,region_7,Bachelor's,m,other,1,38,3.0,3,0,0,85,1
71567,Sales & Marketing,region_2,Bachelor's,m,other,1,31,4.0,4,1,0,62,1
48457,Analytics,region_11,Bachelor's,f,other,1,28,3.0,1,0,1,82,1
19541,Procurement,region_17,Bachelor's,f,sourcing,1,36,3.0,4,0,1,77,1
30882,HR,region_22,Bachelor's,f,referred,1,29,3.0,4,1,0,49,1
32766,Sales & Marketing,region_28,Master's & above,m,other,1,35,2.0,3,1,0,46,1
14286,Operations,region_13,Bachelor's,m,other,1,30,5.0,3,1,0,91,1
17510,Procurement,region_15,Master's & above,f,sourcing,1,48,5.0,9,1,0,72,1
55473,Operations,region_7,Master's & above,f,sourcing,1,34,5.0,4,1,0,96,1
71021,Finance,region_2,Bachelor's,m,other,2,33,5.0,5,0,0,68,1
50514,Sales & Marketing,region_7,Bachelor's,m,other,1,27,4.0,3,1,0,52,1
51052,Sales & Marketing,region_13,Master's & above,m,sourcing,1,32,4.0,4,1,0,51,1
32262,Analytics,region_28,Master's & above,m,sourcing,2,34,3.0,3,0,0,82,1
56060,Finance,region_2,Bachelor's,m,other,1,32,1.0,4,1,0,65,1
57735,Legal,region_2,Bachelor's,m,other,1,30,5.0,1,1,0,56,1
66923,Analytics,region_25,Bachelor's,m,other,2,28,5.0,3,0,0,88,1
56553,Sales & Marketing,region_1,Master's & above,m,sourcing,1,33,3.0,7,0,0,59,1
8340,Technology,region_20,Bachelor's,m,sourcing,1,28,4.0,4,0,1,90,1
44310,Operations,region_22,Master's & above,f,other,3,32,3.0,4,1,0,59,1
23257,Sales & Marketing,region_1,Master's & above,f,sourcing,1,33,5.0,5,0,0,60,1
6330,Operations,region_13,Master's & above,f,sourcing,2,35,5.0,2,1,0,56,1
37372,Sales & Marketing,region_2,Master's & above,m,other,1,43,4.0,13,0,0,62,1
32075,Analytics,region_22,Bachelor's,m,other,2,28,5.0,2,1,0,79,1
29821,Sales & Marketing,region_27,Bachelor's,m,other,1,35,3.0,3,0,0,58,1
75829,Technology,region_2,Bachelor's,f,other,1,48,5.0,10,1,0,80,1
61715,Legal,region_2,Master's & above,m,sourcing,1,60,5.0,12,1,0,63,1
30378,Sales & Marketing,region_2,Bachelor's,m,other,1,26,5.0,4,0,1,58,1
69254,Sales & Marketing,region_7,Master's & above,m,other,1,38,5.0,7,1,0,48,1
6612,Finance,region_20,Bachelor's,m,sourcing,1,33,5.0,5,0,1,97,1
48378,Operations,region_2,Bachelor's,m,sourcing,1,40,5.0,11,1,0,60,1
71979,Sales & Marketing,region_4,Master's & above,m,sourcing,1,32,5.0,7,1,0,52,1
66971,Analytics,region_13,Master's & above,m,other,1,44,5.0,7,0,0,81,1
39587,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,3.0,6,1,0,52,1
71338,Sales & Marketing,region_7,Bachelor's,m,other,1,44,3.0,6,1,0,51,1
65848,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,35,3.0,7,0,1,62,1
11830,HR,region_2,Bachelor's,m,sourcing,1,35,4.0,10,1,0,49,1
32027,Sales & Marketing,region_4,Master's & above,m,sourcing,1,48,3.0,5,0,0,63,1
77210,Technology,region_23,Master's & above,f,other,1,42,3.0,12,1,0,79,1
13520,Technology,region_2,Bachelor's,m,sourcing,1,37,5.0,6,1,0,81,1
3335,Analytics,region_11,Bachelor's,m,other,3,29,3.0,4,1,0,92,1
29409,Sales & Marketing,region_19,Bachelor's,f,other,1,32,3.0,6,0,0,59,1
77315,Operations,region_15,Bachelor's,m,sourcing,3,35,3.0,12,0,0,76,1
69773,Analytics,region_22,Bachelor's,m,other,1,31,5.0,3,1,0,83,1
61885,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,39,3.0,6,0,1,65,1
76461,Technology,region_20,Bachelor's,f,other,1,30,5.0,4,1,0,82,1
54847,Sales & Marketing,region_23,Master's & above,m,sourcing,1,40,5.0,5,1,1,96,1
68306,Procurement,region_7,Master's & above,m,other,1,36,5.0,9,1,0,72,1
78139,Sales & Marketing,region_2,Master's & above,m,sourcing,1,50,5.0,10,1,0,54,1
47463,Finance,region_30,Bachelor's,m,other,1,28,5.0,5,0,0,77,1
50371,Procurement,region_23,Master's & above,m,other,1,36,3.0,4,1,0,69,1
71786,Procurement,region_16,Bachelor's,m,sourcing,1,36,4.0,10,1,0,67,1
44494,Operations,region_27,Bachelor's,f,other,1,31,5.0,4,1,0,84,1
38227,Technology,region_16,Bachelor's,m,other,1,28,1.0,7,0,0,82,1
66349,Technology,region_17,Master's & above,f,other,1,35,1.0,3,1,1,98,1
75812,Analytics,region_28,Bachelor's,m,other,1,27,3.0,2,1,0,89,1
66176,Operations,region_22,Bachelor's,m,sourcing,3,34,3.0,5,1,0,63,1
23096,Operations,region_5,Bachelor's,m,other,2,28,3.0,6,1,0,57,1
43952,Sales & Marketing,region_2,Master's & above,m,other,1,36,3.0,3,0,0,59,1
76776,Analytics,region_22,Bachelor's,f,sourcing,1,29,3.0,5,1,0,81,1
63255,Analytics,region_25,Bachelor's,m,other,1,29,5.0,3,1,1,92,1
